50
51
7.548	5.504	3.956	4.391	9.532	6.577	3.359	4.533	6.226	4.576	4.965	7.493	6.795	6.573	5.819	4.417	5.915	6.366	3.84	8.197	5.105	6.648	6.904	9.433	7.495	9.138	8.133	9.081	9.237	8.003	6.334	6.896	9.242	8.964	9.644	7.213	7.191	9.617	1.696	2.971	5.995	8.3	1.449	7.309	8.64	7.006	2.478	1.146	1.276	1.85	3.22	
2.876	3.716	5.663	1.673	4.159	9.149	6.949	3.692	6.93	6.441	7.435	9.99	6.817	6.1	4.999	4.43	6.553	4.719	8.842	5.158	7.242	8.733	1.591	6.43	7.093	9.892	1.793	2.285	5.849	8.483	1.736	5.393	5.377	4.535	9.587	4.538	7.522	4.864	2.447	8.24	1.437	1.51	8.068	7.071	3.596	5.427	7.96	8.337	4.961	1.542	7.709	
9.782	8.758	8.272	3.684	3.42	9.329	8.619	7.446	4.939	2.119	7.469	7.252	2.939	1.028	1.783	8.413	1.584	4.649	6.779	6.809	8.979	1.552	1.265	9.804	1.185	9.944	2.386	4.357	6.613	1.212	4.208	2.95	1.499	3.272	1.914	1.821	3.673	4.192	6.521	1.409	8.034	4.705	5.15	5.43	8.333	5.554	1.297	4.141	4.569	9.05	9.791	
4.127	3.729	7.537	6.636	9.65	5.792	3.557	4.284	8.578	9.189	4.367	9.434	2.681	7.316	6.628	9.455	5.162	2.204	1.739	3.028	7.447	6.306	2.025	1.534	1.965	4.046	9.321	3.934	5.466	9.284	2.068	9.321	9.066	1.157	2.837	1.613	8.435	4.849	4.042	6.939	1.769	9.764	4.392	5.768	7.809	3.107	6.128	7.999	7.897	4.352	6.926	
4.218	2.188	5.479	4.176	7.33	7.315	1.07	4.758	7.903	7.088	1.746	1.634	8.789	7.07	6.234	5.069	8.026	4.51	4.843	9.52	1.203	9.498	5.495	9.502	5.902	5.975	9.026	4.667	1.306	4.227	4.58	8.573	5.243	7.99	2.404	2.679	7.135	4.868	5.869	7.967	2.463	8.55	8.162	2.92	8.34	3.754	7.815	2.908	4.285	8.232	9.51	
2.403	1.857	1.922	9.817	3.639	9.063	2.713	5.532	9.194	3.551	4.152	6.824	3.551	7.811	2.595	2.635	6.051	6.234	1.139	8.213	9.288	2.052	5.637	8.474	3.414	3.32	8.955	1.289	4.397	8.516	5.662	9.927	5.203	4.368	1.14	4.5	4.313	5.234	3.775	6.217	4.546	2.417	7.325	2.375	8.939	3.53	5.35	6.806	2.667	4.047	7.548	
7.544	6.811	3.822	7.622	4.122	9.155	7.691	7.809	4.415	8.574	2.943	9.644	3.735	9.004	9.205	2.297	8.011	7.214	2.07	1.922	7.732	6.817	1.979	3.231	9.265	1.927	8.103	5.488	3.951	6.746	4.927	9.882	4.85	4.873	9.079	4.541	2.462	7.849	4.757	3.213	7.614	1.477	4.451	8.418	6.383	3.039	8.06	8.015	2.918	4.826	5.707	
2.934	1.684	6.142	9.158	9.402	9.113	1.039	7.837	8.726	8.928	2.23	9.147	9.223	8.783	4.425	8.055	8.242	6.107	4.085	7.088	6.607	2.408	3.111	3.996	7.707	9.775	9.869	9.748	2.844	1.569	6.872	6.731	8.832	5.823	1.679	9.214	2.455	8.946	5.977	2.722	9.615	4.099	1.844	5.596	9.314	4.384	2.826	9.232	3.153	2.548	8.829	
3.063	6.313	6.944	8.997	2.933	3.491	5.388	2.489	9.191	5.814	3.972	9.323	6.484	3.154	1.653	3.065	3.31	7.165	8.227	4.901	3.886	4.958	2.558	3.961	3.706	2.538	1.153	5.542	6.318	9.132	8.116	9.9	5.935	2.253	4.419	2.691	8.205	4.964	8.643	8.894	8.028	7.086	2.928	3.645	2.825	6.06	1.726	3.446	8.592	6.732	9.031	
9.939	6.393	6.52	4.556	5.134	4.085	5.975	1.64	2.503	9.269	9.741	4.302	4.954	5.117	8.897	7.429	9.032	3.942	2.415	5.578	4.429	2.457	4.079	3.935	9.512	9.407	2.33	1.968	3.952	1.774	1.824	8.77	6.493	8.576	7.484	2.03	9.583	3.312	6.714	2.815	7.162	3.739	4.418	8.928	4.23	9.313	2.043	4.468	5.879	7.499	7.309	
2.968	8.617	3.334	5.537	6.8	8.878	8.786	3.644	8.006	4.017	9.337	9.591	9.3	4.74	9.042	1.457	1.027	8.244	6.264	7.405	5.173	9.98	4.057	5.149	4.205	4.91	9.594	9.443	6.6	7.989	8.6	6.23	8.534	3.428	2.757	7.159	7.305	7.684	3.34	2.367	3.276	2.965	2.36	6.378	4.348	1.142	6.575	9.777	5.761	9.432	2.607	
7.189	9.026	1.037	9.916	4.276	1.386	6.905	6.66	4.453	8.258	2.681	1.044	2.004	2.881	2.983	2.793	5.831	1.037	8.457	9.887	3.932	1.918	3.639	7.136	1.423	3.801	7.07	1.713	7.295	9.29	8.139	7.753	8.313	7.78	2.648	2.583	1.801	7.219	4.639	3.214	8.824	1.632	3.947	6.303	3.991	1.293	6.043	1.343	7.663	6.392	1.887	
6.9	8.458	8.073	7.58	3.033	5.26	5.257	8.171	5.065	1.12	9.457	4.343	4.94	5.267	9.15	1.987	9.74	1.899	2.466	8.579	1.143	3.184	6.123	3.804	7.193	1.775	5.469	3.608	6.739	7.11	5.557	1.937	6.009	4.354	1.212	8.496	2.967	4.133	7.525	9.282	1.222	5.48	3.757	3.702	9.862	3.119	3.509	2.644	9.914	4.737	5.919	
7.869	1.147	2.167	4.248	6.042	9.012	4.208	8.829	3.018	8.789	3.323	9.254	5.377	1.913	1.812	4.271	2.111	4.598	6.993	7.018	5.677	8.792	7.92	5.665	8.977	8.3	8.778	6.215	7.137	6.767	3.239	7.092	8.384	3.802	6.452	8.052	5.534	2.472	1.645	7.51	4.15	7.343	8.494	8.114	5.565	4.318	7.952	1.7	5.337	4.315	9.638	
5.307	8.84	4.736	4.778	8.183	1.399	7.093	2.662	1.152	5.675	6.326	8.49	8.728	1.732	1.914	5.685	4.637	3.145	6.763	2.894	2.455	2.657	8.649	6.317	7.884	3.643	3.775	8.183	8.1	6.743	8.473	2.805	5.252	3.43	6.3	3.264	8.293	9.783	7.998	4.59	8.999	9.155	8.523	9.865	2.261	5.027	1.021	7.944	1.837	4.595	6.511	
4.129	2.986	2.15	6.545	1.35	8.903	8.133	6.041	8.529	9.685	8.029	6.949	8.775	3.696	9.394	9.035	3.233	2.738	2.878	7.709	3.692	5.291	5.397	7.223	5.98	3.133	7.869	8.881	2.515	9.472	7.716	6.798	1.714	8.781	3.947	2.499	9.295	8.275	3.685	3.779	4.464	6.002	2.177	8.115	9.02	1.165	7.815	3.161	5.868	6.213	7.072	
6.901	1.168	3.391	8.596	3.026	8.633	8.199	9.266	7.559	1.504	1.289	2.529	6.576	5.646	8.646	9.761	7.789	6.24	6.74	9.242	9.392	3.257	8.788	5.553	4.715	5.38	7.844	3.824	6.628	1.091	2.397	5.24	1.87	1.659	7.485	2.384	5.694	8.654	7.962	7.048	2.939	1.619	3.218	4.3	1.939	5.092	6.752	2.475	7.423	6.379	6.293	
3.997	6.364	7.594	1.243	5.526	4.058	6.679	9.789	6.926	1.025	7.433	1.462	9.421	6.688	9.413	3.403	4.224	7.912	6.64	4.369	2.145	7.473	5.541	7.868	8.057	2.519	2.977	3.717	9.917	4.74	7.03	4.564	3.72	5.699	7.354	2.69	4.79	9.227	7.017	8.366	9.42	2.706	8.924	5.121	4.949	4.447	7.611	8.236	1.13	3.444	6.543	
3.904	9.084	2.634	7.548	6.635	3.303	1.847	7.361	1.211	6.136	7.125	7.249	4.91	7.541	2.422	6.286	5.728	8.674	6.418	4.994	2.471	7.773	8.547	4.978	3.335	6.843	8.464	6.151	8.394	4.72	3.116	4.13	2.939	7.174	7.191	3.75	7.502	7.71	5.158	3.47	4.553	5.676	1.508	2.667	2.432	7.684	9.787	3.599	6.393	2.637	7.9	
9.988	7.199	3.956	8.897	5.864	5.335	6.164	8.3	4.708	9.706	2.616	1.466	9.289	2.427	4.301	1.958	8.349	3.62	5.688	9.098	9.376	8.947	5.947	3.558	3.296	4.61	3.729	4.224	9.511	7.707	6.482	4.361	4.554	4.608	5.417	4.144	6.565	1.469	3.993	2.301	1.113	1.199	7.434	5.508	7.452	5.024	7.99	1.821	3.009	9.698	6.944	
2.778	4.605	9.507	6.515	9.725	5.61	2.079	8.346	6.645	5.22	7.248	9.348	4.911	9.538	9.165	5.687	5.787	2.485	9.438	1.476	3.975	9.543	8.295	6.938	5.705	1.435	4.553	2.575	5.14	6.592	3.884	9.112	2.833	7.776	2.144	5.002	8.312	4.333	7.364	9.401	6.093	7.286	8.927	2.619	3.731	6.064	6.759	1.585	3.733	6.955	1.908	
2.927	5.685	4.701	2.951	6.096	5.609	9.786	6.051	7.362	4.826	4.591	8.045	8.352	2.865	9.461	7.363	9.199	5.255	3.414	8.464	1.333	5.876	9.063	9.929	7.76	8.26	2.029	3.215	6.565	7.683	6.721	4.534	2.728	4.946	4.906	1.288	8.69	4.819	4.681	1.797	3.512	8.117	4.586	8.852	6.09	9.373	3.858	6.897	4.273	9.201	8.28	
7.144	8.02	5.311	2.769	6.664	5.87	3.537	3.689	3.474	1.914	7.19	7.87	6.547	7.199	4.055	3.078	7.735	3.395	2.248	2.376	5.682	4.174	3.146	6.002	2.673	9.486	7.458	4.866	8.19	1.521	3.695	2.449	8.256	4.949	9.999	1.694	6.476	8.56	6.983	9.578	1.881	8.001	8.958	5.252	8.763	3.922	1.922	2.596	4.864	3.602	7.559	
2.477	6.7	6.829	3.555	5.457	2.753	1.388	4.953	2.504	9.301	9.172	7.761	8.357	3.477	9.581	9.743	9.169	5.538	5.605	2.105	8.548	5.325	9.287	5.035	9.977	2.637	9.648	2.073	9.798	1.538	6.575	2.633	9.95	8.714	6.975	9.836	1.565	5.196	5.776	3.1	6.624	1.933	5.177	1.177	3.554	5.03	1.961	9.843	5.42	3.843	9.632	
3.092	4.021	4.95	9.66	3.023	2.964	3.076	7.244	2.693	4.453	6.319	6.104	2.04	4.906	9.842	8.505	1.67	8.898	7.328	8.405	2.659	5.863	9.45	1.417	3.957	3.998	1.754	6.322	6.801	6.404	1.175	4.93	7.135	4.611	9.548	6.612	5.564	5.075	9.229	8.578	2.331	3.899	9.528	1.3	4.571	4.088	3.586	5.805	4.197	9.366	7.191	
4.373	2.675	2.558	9.58	7.92	6.862	3.909	6.738	8.146	9.451	2.34	7.226	5.5	1.734	2.835	6.868	7.37	6.854	6.225	6.924	3.596	3.961	3.698	6.782	6.539	1.969	2.502	4.243	1.237	7.434	1.024	7.598	2.967	8.634	5.699	8.495	1.909	2.459	6.815	1.409	5.519	5.355	6.99	1.926	8.07	3.464	2.046	9.918	9.007	8.695	7.801	
2.455	8.8	1.349	5.709	8.96	9.675	3.406	8.677	2.056	4.784	4.173	4.081	4.767	3.553	1.759	3.421	4.13	7.594	8.7	4.674	4.535	2.696	6.365	4.191	2.625	9.132	3.647	7.095	9.148	6.324	4.507	2.951	6.511	2.263	3.198	9.055	3.492	6.37	9.306	3.968	9.768	2.219	2.7	1.91	9.479	9.322	2.087	7.964	8.017	7.493	7.786	
2.341	5.313	2.933	9.719	3.368	8.849	6.664	4.182	7.589	3.798	8.904	3.243	1.922	7.322	1.686	6.199	4.264	4.751	9.739	7.044	6.652	4.488	7.188	3.727	7.64	6.737	3.897	8.955	5.643	5.962	6.124	6.809	1.354	4.998	4.546	9.242	1.619	6.986	1.991	5.085	6.518	9.255	5.562	7.675	2.215	5.93	6.511	1.614	9.508	1.588	7.362	
1.548	2.716	6.98	9.254	5.873	4.379	6.729	5.986	7.697	2.626	2.695	9.688	9.181	3.626	6.123	2.417	9.137	5.048	7.959	1.097	7.696	2.875	5.127	7.723	6.048	3.107	2.941	5.463	4.499	6.047	3.323	3.667	8.847	3.113	6.085	9.453	2.288	1.175	6.633	3.0	2.376	2.484	1.826	2.873	2.361	4.391	2.36	6.036	4.068	9.881	2.823	
4.603	5.64	9.683	2.956	7.539	9.187	5.25	4.486	4.817	7.032	3.211	6.806	9.579	8.886	3.818	6.983	4.925	1.897	5.642	6.325	3.312	7.229	4.321	9.126	6.45	4.865	7.868	6.302	3.667	5.819	2.453	3.322	3.947	5.316	9.013	3.712	7.65	4.513	2.968	9.762	9.844	2.996	4.964	4.952	3.134	2.136	4.245	8.144	1.835	4.381	6.799	
1.348	6.973	6.405	6.723	7.561	1.279	2.746	1.639	9.146	5.45	5.153	9.821	9.127	3.938	5.075	8.722	9.182	1.014	2.639	8.608	4.637	3.547	7.3	8.602	7.494	2.686	5.027	6.87	2.381	7.246	9.742	7.46	6.737	9.063	2.781	9.428	2.264	5.595	8.467	9.687	2.33	4.513	6.086	7.898	2.88	3.775	1.066	6.603	1.775	8.027	4.125	
8.865	5.504	6.618	8.59	9.216	4.09	8.9	7.178	1.68	2.087	4.392	1.162	2.452	4.927	2.088	3.976	9.475	3.377	9.475	7.532	8.206	7.683	2.233	3.699	5.982	9.053	9.107	1.74	5.604	2.55	9.625	6.718	3.787	6.85	4.778	8.186	1.1	8.338	6.509	8.751	5.666	7.235	6.915	9.837	8.086	5.018	3.175	7.703	3.306	2.276	8.353	
5.546	3.375	6.52	8.073	9.84	9.814	7.304	6.781	3.249	3.302	3.236	6.228	5.922	1.759	4.402	3.865	4.329	4.83	3.993	4.562	1.866	1.121	8.163	9.597	9.078	4.143	6.628	3.073	1.103	5.174	6.608	9.138	7.47	6.085	8.996	6.948	4.99	6.381	3.514	3.206	8.583	2.356	5.304	8.151	5.492	9.41	6.87	3.256	9.219	1.271	9.431	
5.699	6.48	1.886	6.265	6.705	3.903	2.97	4.583	6.091	2.443	1.185	4.091	9.35	6.311	6.347	9.52	2.377	2.743	7.498	9.603	7.999	1.169	4.677	5.894	3.193	2.799	9.565	2.7	9.227	6.54	7.153	3.574	6.917	5.15	2.234	5.181	7.932	8.044	2.285	6.573	6.514	7.09	6.55	3.41	2.607	1.078	7.841	1.176	7.235	6.003	9.939	
1.179	7.475	2.674	9.546	4.46	6.828	6.632	7.568	8.1	4.915	3.86	4.93	9.867	2.437	5.221	9.235	2.882	3.205	5.231	8.147	1.421	2.592	8.468	8.295	6.351	9.225	9.347	5.239	7.615	9.543	9.204	3.278	7.534	9.629	8.335	3.929	9.263	9.408	6.182	5.765	1.348	9.576	5.691	4.785	8.129	9.859	1.037	5.984	5.673	8.654	5.943	
6.013	4.591	8.083	8.514	4.0	6.527	8.9	8.023	3.612	7.951	1.212	8.709	8.846	8.454	6.278	8.362	6.304	7.068	6.068	2.771	4.073	5.443	7.655	9.014	5.983	8.92	4.053	7.186	6.978	4.592	8.167	6.598	4.345	1.105	3.343	5.947	4.289	7.507	4.355	3.467	7.089	2.829	6.433	9.909	6.104	4.647	6.465	5.743	6.871	9.652	9.956	
2.7	4.1	3.214	5.862	6.239	4.717	3.87	7.644	7.383	6.197	5.164	3.204	4.032	1.852	8.469	4.913	5.732	7.394	3.792	7.051	2.526	4.961	4.427	2.947	6.499	6.804	3.122	2.358	2.532	3.97	9.656	8.47	8.902	2.977	1.721	2.835	9.721	3.152	1.465	5.274	7.671	5.251	9.825	9.901	6.241	3.5	2.435	4.884	9.616	1.09	2.548	
1.015	5.22	9.975	8.021	1.724	9.701	1.465	3.957	8.889	1.714	2.841	3.756	1.387	4.868	8.06	8.325	8.25	7.024	1.083	6.965	8.798	6.366	6.876	8.969	6.402	9.997	7.546	1.575	6.467	1.455	1.462	5.058	8.146	4.887	1.076	9.814	9.282	8.979	6.322	1.079	2.045	6.315	9.066	4.468	9.582	6.76	2.39	1.976	4.58	3.736	6.67	
7.897	1.478	4.776	3.988	6.935	2.675	8.529	8.078	9.635	9.622	5.15	7.894	9.924	1.716	6.904	6.55	2.023	9.069	2.009	2.118	2.483	3.304	1.747	3.927	7.557	4.497	9.649	4.355	5.416	4.838	1.196	5.06	8.13	8.234	7.813	8.293	7.915	8.633	6.804	2.648	7.124	4.447	3.934	9.718	9.501	2.694	7.128	6.171	4.635	8.303	9.354	

